blog_date,blog_image_url,blog_likes_count,blog_title
"October 21, 2020",https://rategain.com/blog/see-the-green-shoots-of-recovery-with-smart-distributions-latest-addition-future-demand/,5,See the Green Shoots of Recovery with Smart Distribution’s latest addition “Future Demand”
"October 7, 2020",https://rategain.com/blog/seven-tactics-to-keep-your-hotels-distribution-healthy-and-highly-profitable/,8,Seven Tactics to Keep your Hotel's Distribution Healthy and Highly Profitable
"August 25, 2020",https://rategain.com/blog/bespoke-strategies-for-opening-the-doors-to-the-european-market/,7,Bespoke Strategies for Opening the Doors to the European Market
"August 20, 2020",https://rategain.com/blog/a-new-era-of-exploration-is-coming-to-hoteliers-stay-tuned/,4,A New Era of Exploration is Coming to Hoteliers. Stay Tuned!
"August 14, 2020",https://rategain.com/blog/perspectives-with-saurabh-prakash-how-hotels-can-get-digital-right-for-recovery/,4,Perspectives with Saurabh Prakash: How Hotels Can Get Digital Right for Recovery
"July 22, 2020",https://rategain.com/blog/perspectives-with-debojo-how-survival-became-a-success-metric-at-spicejet/,6,Perspectives with Debojo: How Survival Became A Success Metric at SpiceJet
"July 20, 2020",https://rategain.com/blog/strategies-for-hoteliers-to-get-back-to-business-for-uk-market/,6,Strategies for Hoteliers to Get Back to Business for UK Market
"July 20, 2020",https://rategain.com/blog/strategies-for-hoteliers-to-get-back-to-business-for-europe-market/,9,Strategies for Hoteliers to Get Back to Business for Europe Market
"July 14, 2020",https://rategain.com/blog/perspectives-8-with-ajay-bakaya-managing-director-sarovar-hotels-and-resorts/,4,"Perspectives #8 with Ajay Bakaya, Managing Director, Sarovar Hotels and Resorts"
"June 30, 2020",https://rategain.com/blog/re-taking-the-skies-what-can-commercial-teams-do-to-gear-up-for-a-full-return-of-airline-travel-in-the-new-normal/,3,Re-Taking The Skies : What Can Commercial Teams Do To Gear Up For A Full Return Of Airline Travel In The New Normal
"June 15, 2020",https://rategain.com/blog/react-to-competitive-prices-in-real-time-with-rategains-optima-marketdrone/,4,React to Competitive Prices in Real Time with RateGain’s OPTIMA MarketDrone
"June 2, 2020",https://rategain.com/blog/watch-your-language-content-in-the-new-hospitality-landscape/,4,Watch Your Language! Content in the New Hospitality Landscape
"May 5, 2020",https://rategain.com/blog/keeping-lights-on-during-the-current-covid-crisis/,4,Keeping Lights on During the Current COVID Crisis!
"April 23, 2020",https://rategain.com/blog/hoteliers-spot-new-markets-to-create-new-revenues-in-a-post-covid-19-world/,11,"Hoteliers, Spot New Markets to Create New Revenues in a Post-COVID 19 World"
"April 21, 2020",https://rategain.com/blog/social-media-during-covid-19-tourism-brands-that-got-it-right/,8,Social Media During COVID-19: Tourism Brands That Got It Right
"March 20, 2020",https://rategain.com/blog/have-we-braced-ourselves/,12,We Are Bracing Ourselves: Are You?
"March 11, 2020",https://rategain.com/blog/how-to-capture-rate-integrity-issues-in-the-most-simplified-way/,10,How to Capture Rate Integrity Issues in the Most Simplified Way
"March 4, 2020",https://rategain.com/blog/top-3-rate-disparity-cases-acceptable-to-a-revenue-manager/,13,Top 3 Rate Disparity Cases Acceptable to a Revenue Manager
"February 27, 2020",https://rategain.com/blog/rate-integrity-a-brand-new-way-of-increasing-direct-bookings/,8,Rate Integrity: A Brand New Way of Increasing Direct Bookings
"February 19, 2020",https://rategain.com/blog/why-choose-rate-intelligence-over-rate-shopping/,11,Why Choose Rate Intelligence Over Rate Shopping?
"February 5, 2020",https://rategain.com/blog/why-a-rate-intelligence-experience-should-have-the-best-art-science-behind-it/,11,Why a Rate Intelligence Experience Should Have the Best Art & Science Behind it
"January 31, 2020",https://rategain.com/blog/our-point-of-view-on-the-modern-age-distribution-ecosystem/,6,Our Point of View on the Modern Age Distribution Ecosystem
"January 29, 2020",https://rategain.com/blog/are-you-leading-a-future-ready-hr/,7,Are You Leading A Future-Ready HR?
"January 20, 2020",https://rategain.com/blog/5-ways-to-ace-hospitality-marketing-in-2020/,5,5 Ways to Ace Hospitality Marketing in 2020
"January 14, 2020",https://rategain.com/blog/why-ux-is-instrumental-for-revenue-management/,16,Why UX is Instrumental for Revenue Management
"December 17, 2019",https://rategain.com/blog/visualizing-data-like-a-pro-the-key-to-unlock-the-data-gold-mine/,13,Visualizing Data Like a Pro: The Key to Unlock the Data Gold Mine
"December 4, 2019",https://rategain.com/blog/smart-shopping-for-data-driving-analytics-excellence-in-the-airlines-industry/,5,Smart Shopping for Data: Driving Analytics Excellence in the Airlines Industry
"November 29, 2019",https://rategain.com/blog/mr-hotelier-four-signs-it-is-time-to-change-your-distribution-partner/,5,"Mr. Hotelier, Four Signs It is Time to Change your Distribution Partner"
"November 22, 2019",https://rategain.com/blog/adopting-scrum-organization-people-processes/,3,Adopting SCRUM in the Organization’s People Processes
"November 19, 2019",https://rategain.com/blog/how-to-deliver-value-in-the-era-of-hospitality-industry-consolidation/,4,How to Deliver Value In The Era Of Hospitality Industry Consolidation?
"November 11, 2019",https://rategain.com/blog/what-will-define-long-term-success-for-airlines/,8,What will define Long Term Success for Airlines
"October 23, 2019",https://rategain.com/blog/challenges-for-airline-revenue-managers-beyond-2020/,9,Challenges for Airline Revenue Managers Beyond 2020
"October 21, 2019",https://rategain.com/blog/navigating-constant-consolidation/,8,Navigating Constant Consolidation
"October 17, 2019",https://rategain.com/blog/our-point-of-view-on-distribution-journey/,8,Our point of view on Distribution Journey
"October 15, 2019",https://rategain.com/blog/putting-user-experience-at-the-center-of-a-new-problem/,10,Putting User Experience at the center of a new problem
"October 15, 2019",https://rategain.com/blog/re-configuring-the-distribution-models-for-the-next-gen-distribution-ecosystem/,2,The Last Distribution Challenge
"October 4, 2019",https://rategain.com/blog/can-car-rental-analytics-help-make-better-investment-decisions/,8,Can Car Rental analytics help make better investment decisions?
"September 21, 2019",https://rategain.com/blog/top-three-considerations-for-blueprinting-your-content-transformation/,7,Top 3 considerations for blueprinting your content transformation
"September 11, 2019",https://rategain.com/blog/how-to-turn-around-car-industry-slowdown/,7,The Path to A Shared Future: Can car rentals help in turning around the industry slowdown ?
"August 21, 2019",https://rategain.com/blog/delivering-duty-of-care-in-the-age-of-corporate-rogue-travel/,5,Delivering Duty of Care in the Age of Corporate Rogue Travel
"July 22, 2019",https://rategain.com/blog/who-is-winning-the-experience-game-in-travel-and-hospitality/,2,Who is winning the experience game in travel and hospitality?
"July 18, 2019",https://rategain.com/blog/airlines-soaring-on-ancillary-revenue/,5,Airlines: Soaring on Ancillary Revenue
"June 24, 2019",https://rategain.com/blog/transaction-tracking-and-analytics-steering-car-rental/,5,Transaction Tracking and Analytics: Steering Car Rental
"June 24, 2019",https://rategain.com/blog/enhancing-car-rental-revenue-management-with-ai-driven-dynamic-pricing/,5,Enhancing Car Rental Revenue Management with AI-driven Dynamic Pricing
"February 8, 2019",https://rategain.com/blog/busting-billion-dollar-digital-myth-cruise-lines/,6,Busting a billion-dollar digital myth for cruise lines!
"September 24, 2018",https://rategain.com/blog/future-distribution-strategy-doorstep/,4,The future of distribution strategy at your doorstep
"August 27, 2018",https://rategain.com/blog/importance-picture-reviews-hotel-reputation/,4,"‘A Thousand Words’: Why Great Visuals Speak Directly, Fluently and Effortlessly"
"August 24, 2018",https://rategain.com/blog/new-age-big-data-growth-package-providers/,3,New Age Data is Driving Growth for Travel Package Providers
"July 16, 2018",,4,Tackling content issues head-on
"July 13, 2018",https://rategain.com/blog/7-trends-hotel-distribution/,3,7 Top Trends In Hotel Distribution Today
"May 4, 2018",https://rategain.com/blog/channel-management-channel-management-hrs-selects-rategain-channel-management-partner-new-platform/,3,HRS Selects RateGain as its Channel Management Partner for their newest connectivity platform
"April 11, 2018",https://rategain.com/blog/code-itineraries-road-map-travel-industry/,3,Code Itineraries: A road map for the travel industry to unlock one trillion dollars in value by 2025
"April 9, 2018",https://rategain.com/blog/5-ways-improve-hotels-visibility-search-engines/,3,5 Ways to Improve Your Hotel's Visibility within Search Engines
"April 3, 2018",,3,Hitting a home run in automation tools
"January 22, 2018",,3,Tapping the world’s no. 1 outbound travel market
"January 11, 2018",https://rategain.com/blog/pure-adrenaline-distribution-strategy-studio/,3,It's 100% pure adrenaline! Introducing Distribution Strategy Studio
"December 11, 2017",https://rategain.com/blog/hotel-reputation-matters-revenue/,4,Your Hotel Reputation Matters to Your Revenue
"November 23, 2017",https://rategain.com/blog/hotel-parity-prevent-revenue-leakages/,3,"Hoteliers, Take a Re-look at Parity and Prevent Revenue Leakages"
"November 21, 2017",,4,Assessing the boom in travel startups
"November 13, 2017",https://rategain.com/blog/advanced-hotel-revenue-management-tool/,3,Building the Perfect Revenue Strategy Is Not Enough; Advanced Hotel Revenue Management Tool is a Must!
"November 3, 2017",https://rategain.com/blog/geo-based-competitive-price-tracking-rate-intelligence-tool/,4,Travel Industry is Already Using Geo-based Competitive Price Tracking; Act Now Before Its Too Late
"October 25, 2017",https://rategain.com/blog/benefits-hotel-price-intelligence-solution/,4,We Bet You Will Not Want to Miss The Benefits of a Comprehensive Hotel Price Intelligence Solution!
"October 23, 2017",,4,Sharing economy blurring the lines in hospitality
"October 11, 2017",https://rategain.com/blog/track-competitor-mobile-app-rates-hotel/,3,Tracking Mobile App Rates of Your Competition is a MUST for Your Price Strategy!
"September 29, 2017",https://rategain.com/blog/artificial-intelligence-replace-human-intelligence-revenue-management-pricing-analyst/,3,Will Artificial Intelligence Replace Human Intelligence in Revenue Management and Pricing Analysis?
"September 25, 2017",,2,It’s time to reexamine the data structure behind hotel distribution
"September 21, 2017",https://rategain.com/blog/fundamental-hotel-marketing-strategies-stand-out/,4,7 Fundamental Hotel Marketing Strategies To Stand Out From Your Competition
"September 18, 2017",https://rategain.com/blog/effective-hotel-guest-loyalty-program-increase-revenue/,4,Design an Effective Hotel Guest Loyalty Program to Increase Hotel Bookings and Revenue
"September 14, 2017",https://rategain.com/blog/yield-management-hospitality-revenue-strategy/,3,Yield Management in Hospitality - Important for Efficient Revenue Management Strategy
"September 7, 2017",https://rategain.com/blog/make-guests-promoters-hotel-brand/,3,What Makes Your Guests The Promoters of Your Brand?
"August 29, 2017",,3,Tapping the potential of IoT
"August 28, 2017",https://rategain.com/blog/role-future-technology-travel-industry/,3,The Role and Future of Technology in Travel Industry
"August 21, 2017",https://rategain.com/blog/brandgain-new-consumer-review-dashboard/,3,New Consumer Review Dashboard For Hotels
"August 21, 2017",https://rategain.com/blog/measuring-hotel-demand-city-skyrocket-revenue/,3,Measuring Demand in Your City will Skyrocket your Revenue - Here is How!
"August 16, 2017",https://rategain.com/blog/methods-gather-hotel-guest-feedback/,2,7 Best Methods to Gather Quality Guest Feedback
"August 14, 2017",https://rategain.com/blog/brilliant-hotelier-thanos-resorts-spas-cyprus/,4,"The Brilliant Hotelier: Face To Face With Panayiotis Kyprianou From Thanos Resorts & Spas, Cyprus"
"August 10, 2017",,3,Monitoring Hundreds of Booking Sites - No Longer a Challenging Task for Hoteliers
"August 8, 2017",https://rategain.com/blog/utilize-closed-user-group-customers-increase-revenue-direct-bookings/,4,"Hotels, Utilize Closed User Group (CUG) Customers to Increase Revenue Through Direct Bookings"
"August 2, 2017",https://rategain.com/blog/revenue-centric-culture-integrated-hotel-technology/,4,Create a Revenue Centric Culture in your Hotel by Integrating Technology
"August 1, 2017",,4,"Despite the best efforts of hotel brands, travelers still love to click around"
"July 31, 2017",https://rategain.com/blog/mobile-support-hotel-online-reputation-management-strategy/,4,"Hoteliers, Are You Using Mobile to Support Your Online Reputation Management?"
"July 25, 2017",https://rategain.com/blog/tips-improve-online-reviews-hotel/,4,7 Practical tips to improve online reviews of your hotel
"July 24, 2017",https://rategain.com/blog/features-consider-choosing-hotel-channel-manager/,4,14 Features to Consider Before Your Hotel Decides to Devote In a Channel Manager
"July 19, 2017",https://rategain.com/blog/managing-hotel-guest-sentiment-online-presence-revenue-centric-culture/,4,Managing Hotel Guest Sentiment and Online Presence to Create Revenue Centric Culture
"July 18, 2017",https://rategain.com/blog/right-hotel-channel-manager-stand-out-competitive-edge/,3,"Hoteliers, You Need a Channel Manager with an Edge to Stand out from Competition"
"July 17, 2017",,3,Blockchain and its potential to upend the travel industry
"July 10, 2017",https://rategain.com/blog/create-hotel-revenue-centric-culture/,4,"Hoteliers, Learn How to Create A Revenue Centric Culture in Your Hotel"
"July 4, 2017",https://rategain.com/blog/growing-importance-hotel-online-reputation-management/,4,"Hoteliers, Learn About The Growing Importance of Hotel Online Reputation Management"
"June 28, 2017",https://rategain.com/blog/restaurant-online-reputation-enhance-hotel-brand/,4,How to Make Restaurant’s Online Reputation a Secret Sauce in Enhancing your Hotel Brand?
"June 19, 2017",https://rategain.com/blog/engaging-travelers-social-media-hotels-reap-benefits/,4,Engaging Travelers Through Social Media Can Reap Umpteen Benefits for Hotels
"June 14, 2017",https://rategain.com/blog/adopt-balanced-hotel-distribution-strategy/,2,Approach For A Balanced Hotel Distribution Strategy - Learn Why Hotels Should Adopt It
"June 6, 2017",https://rategain.com/blog/improve-guest-experience-build-hotel-facebook-strategy-social-media/,3,9 Tips to Build a Hotel’s Facebook Strategy & Improve Guest Experience
"May 30, 2017",https://rategain.com/blog/millennial-travelers-trends-hospitality-sector/,3,Top Trends: Millennial Travelers & the Hospitality Sector
"May 26, 2017",https://rategain.com/blog/evolving-hotel-revenue-manager-use-big-data/,2,Evolving Role Of Hotel Revenue Manager - Part 4
"May 24, 2017",https://rategain.com/blog/evolving-role-revenue-managers-hotel-comp-set/,3,The Evolving Role of Revenue Managers - Part 3
"May 24, 2017",,3,Good translation key to staying in global marketplace
"May 17, 2017",https://rategain.com/blog/evolving-role-hotel-revenue-managers-part2/,3,The Evolving Role Of Hotel Revenue Managers – Part 2
"May 15, 2017",https://rategain.com/blog/revpar-management-hotel-distribution-reputation-strategy/,3,How Your Hotel distribution & Online Reputation Strategy is key to RevPAR Management
"May 10, 2017",https://rategain.com/blog/evolving-role-hotel-revenue-managers-part1/,3,The Evolving Role of Hotel Revenue Managers - Part 1
"May 2, 2017",https://rategain.com/blog/effective-hotels-guest-surveys-loyalty-programs/,3,5 Effective Ways Hotels Could Conduct Guest Surveys and Loyalty Programs
"April 26, 2017",https://rategain.com/blog/vacation-rentals-eating-hotel-revenue/,3,"Hoteliers, Are Vacation Rentals Eating Your Lunch?"
"April 24, 2017",,3,Abbreviations are not a content strategy
"April 18, 2017",https://rategain.com/blog/future-hotel-revenue-management-bots-humans/,3,The Future of Hotel Revenue Management – BOTs or Humans?
"April 14, 2017",https://rategain.com/blog/overcome-shortcomings-challenges-in-online-reputation-management/,3,"Hoteliers, Learn How to Overcome the Challenges in Online Reputation Management"
"April 13, 2017",https://rategain.com/blog/managing-seasonal-market-changes-hotel-stays-top-part4/,4,Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 4
"April 11, 2017",https://rategain.com/blog/seasonal-market-changes-hotels-attract-guests/,3,Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 3
"April 7, 2017",https://rategain.com/blog/managing-seasonal-market-changes-hotel-stays-top-part-2/,4,Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 2
"April 3, 2017",,2,Solving the hospitality industry’s ‘content conundrum’
"April 3, 2017",https://rategain.com/blog/managing-seasonal-market-changes-hotel-stays-top/,3,Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 1
"March 27, 2017",https://rategain.com/blog/revenue-managers-embrace-automation-market-leaders/,2,"Hoteliers, Beat the Competition and Be The Market Leaders By Adopting Automation"
"March 17, 2017",https://rategain.com/blog/how-hotels-use-google-maximise-online-presence/,2,How Can Hotels Use Google to Maximise their Online Presence?
"March 14, 2017",https://rategain.com/blog/revenue-management-marketing-automation-for-independent-hotels/,4,Revenue Management & Marketing Automation can Help Independent Hotels Stay Ahead
"March 8, 2017",,4,Big Data Challenge
"March 2, 2017",https://rategain.com/blog/hotel-revenue-management-strategy-pre-opening/,4,"Hoteliers, Design Your Revenue Management Strategy in Pre-Opening Stage"
"February 20, 2017",https://rategain.com/blog/track-events-and-holidays-increase-hotel-revenue/,3,"Hoteliers, Keep a Track of Events and Holidays To Increase your Revenue Many Folds"
"February 13, 2017",https://rategain.com/blog/effective-hotel-pricing-strategy-to-boost-revenue/,5,3 Effective Hotel Pricing Strategy Can Boost Your Hotel Revenue
"February 2, 2017",https://rategain.com/blog/how-to-manage-hotel-online-reviews/,3,How to Manage Hotel's Online Reviews & Guest Experience
"January 25, 2017",https://rategain.com/blog/why-should-hotels-pay-special-attention-to-demand-forecasting/,3,Why Should Hotels Pay Special Attention to Demand Forecasting?
"January 16, 2017",,3,"The Brilliant Hotelier: Face to face with Deanna Jayasundera from Theme Resorts and Spas, Sri Lanka"
"January 3, 2017",https://rategain.com/blog/rategains-top-12-blogs-of-2016/,4,RateGain’s Top 12 Blogs of 2016
"December 27, 2016",https://rategain.com/blog/managing-real-time-room-inventories-across-multiple-otas/,2,Managing Real-Time Room Inventories Across Multiple OTAs
"December 19, 2016",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-ria-roberto-the-director-of-revenue-management-at-kenz-hotel-management-abu/,2,"The Brilliant Hotelier: Face 2 Face with Ria Roberto, the Director of Revenue Management at Kenz Hotel Management, UAE"
"November 28, 2016",https://rategain.com/blog/be-the-revenue-management-hero-of-your-hotel/,4,Be the Revenue Management Hero of your Hotel
"November 23, 2016",,4,"Hotels, Let’s Go Direct!"
"November 21, 2016",https://rategain.com/blog/tips-to-build-customer-loyalty-for-your-restaurant/,4,Tips to Build Customer Loyalty for Your Restaurant
"November 18, 2016",https://rategain.com/blog/systems-reliability-a-necessity-for-hotel-operations-part-2/,4,"Systems Reliability, A Necessity for Hotel Operations: Part 2"
"November 16, 2016",https://rategain.com/blog/is-your-hotel-united-by-goals-but-divided-by-systems/,4,Is Your Hotel United by Goals but Divided by Systems?
"November 15, 2016",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-i-nyoman-astama-general-manager-of-the-bali-niksoma-boutique-beach-resort/,4,"The Brilliant Hotelier: Face 2 Face with I Nyoman Astama, General Manager of the Bali Niksoma Boutique Beach Resort"
"November 11, 2016",https://rategain.com/blog/systems-reliability-a-necessity-for-hotel-operations-part-1/,3,"Systems Reliability, A Necessity for Hotel Operations: Part 1"
"November 8, 2016",https://rategain.com/blog/is-your-hotel-website-ready-for-googles-latest-mobile-updates/,3,Is your Hotel Website Ready for Google's Latest Mobile Updates
"November 3, 2016",https://rategain.com/blog/optimize-your-hotels-seo-and-mobile-strategy/,4,Optimize Your Hotel’s SEO and Mobile Strategy
"November 2, 2016",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-stavros-drakou-director-at-cyprotels-hotels-and-resorts-cyprus/,1,"The Brilliant Hotelier: Face 2 Face with Stavros Drakou, Director at Cyprotels Hotels and Resorts, Cyprus"
"October 26, 2016",https://rategain.com/blog/whats-spookier-than-halloween-for-hoteliers/,2,What’s spookier than Halloween for Hoteliers?
"October 10, 2016",,2,Tapping the phenomenal potential of the Asia Pacific region
"October 6, 2016",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-trisna-widia-marketing-e-commerce-manager-prime-plaza-hotels-and-resorts-indonesia/,2,"The Brilliant Hotelier: Face 2 Face with Trisna Widia, Marketing & E-Commerce Manager, Prime Plaza Hotels and Resorts, Indonesia"
"September 26, 2016",https://rategain.com/blog/how-to-increase-hotel-direct-bookings-dont-ignore-the-role-of-a-booking-engine/,2,How to Increase Hotel Direct Bookings? Don’t Ignore the Role of a Booking Engine
"September 21, 2016",https://rategain.com/blog/weary-of-disruption-5-simple-steps-to-disrupt-the-disruptions-in-the-rapidly-changing-hospitality-industry/,2,Weary of Disruption? 5 Simple Steps to Disrupt the Disruptions in the Rapidly Changing Hospitality Industry
"September 16, 2016",https://rategain.com/blog/disruption-in-the-hotel-industry-and-changing-face-of-the-global-travel-market/,2,Disruption in the Hotel Industry and Changing Face of the Global Travel Market
"September 15, 2016",https://rategain.com/blog/the-brilliant-hotelier-tete-a-tete-with-richard-lewis-the-ceo-of-landmark-hotels-dubai/,3,"The Brilliant Hotelier: Tête-à-Tête with Richard Lewis, the CEO of Landmark Hotels, Dubai"
"September 12, 2016",,3,The fast-changing world of hospitality distribution
"September 6, 2016",https://rategain.com/blog/hotels-are-you-prepared-for-digital-detox-travelers/,4,"Hotels, Are You Prepared for Digital Detox Travelers?"
"September 2, 2016",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-the-revenue-director-at-j5-rimal-hotel-apartments-dubai/,4,"The Brilliant Hotelier: Face 2 Face with the Revenue Director at J5 Rimal Hotel Apartments, Dubai"
"September 1, 2016",https://rategain.com/blog/how-hotels-of-tomorrow-are-improving-guest-experience-with-technology/,4,How Hotels of Tomorrow are Improving Guest Experience with Technology?
"August 29, 2016",,4,Sharing economy and alternative lodging offer great opportunities
"August 25, 2016",https://rategain.com/blog/how-can-hotels-generate-more-revenue-from-customer-loyalty-part-ii/,3,How can Hotels Generate More Revenue from Customer Loyalty - Part II
"August 19, 2016",https://rategain.com/blog/how-can-hotels-generate-more-revenue-from-customer-loyalty-part-i/,3,How can Hotels Generate More Revenue from Customer Loyalty - Part I
"August 15, 2016",,3,Travel agents: a re-emerging force in hospitality distribution
"July 28, 2016",https://rategain.com/blog/top-5-things-about-hotel-revenue-management-your-boss-wants-to-know/,2,5 Things About Hotel Revenue Management Your Boss Wants to Know – Part II
"July 26, 2016",,3,Pikachu Conjures his Pokemon Friends for Increasing Hotel Revenues
"July 26, 2016",,3,The sensible economics of 'one to many'
"July 22, 2016",https://rategain.com/blog/5-things-about-hotel-revenue-management-your-boss-wants-to-know-part-i/,3,5 Things About Hotel Revenue Management Your Boss Wants to Know - Part I
"July 12, 2016",https://rategain.com/blog/hotels-improve-your-online-distribution-strategy-with-six-simple-tips/,3,"Hotels, Improve your Online Distribution Strategy with Six Simple Tips"
"July 11, 2016",https://rategain.com/blog/how-to-ensure-the-demand-generated-is-translated-into-increased-revenues/,3,How to Ensure the Demand Generated is Translated into Increased Revenues?
"June 27, 2016",https://rategain.com/blog/brexit-the-impact-on-travel-and-tourism-industry-now-and-later/,3,"Brexit: The Impact on Travel and Tourism Industry, Now and Later"
"June 21, 2016",https://rategain.com/blog/create-a-new-chapter-in-the-relationship-between-your-hotel-guests-with-chat-tools/,3,Create a new chapter in the relationship between Your Hotel & Guests with Chat Tools
"June 19, 2016",,2,Effective Ways to Measure & Generate Demand – Part V
"June 17, 2016",https://rategain.com/blog/effective-ways-to-measure-generate-demand-part-iv/,2,Effective Ways to Measure & Generate Demand – Part IV
"June 15, 2016",https://rategain.com/blog/effective-ways-to-measure-demand-part-ii/,3,Effective Ways to Measure & Generate Demand - Part II
"June 15, 2016",https://rategain.com/blog/effective-ways-to-measure-generate-demand-part-iii/,4,Effective Ways to Measure & Generate Demand – Part III
"May 17, 2016",https://rategain.com/blog/effective-ways-to-measure-and-generate-demand-part-i/,4,Effective Ways to Measure and Generate Demand - Part I
"May 3, 2016",https://rategain.com/blog/8-top-tips-to-choose-the-right-hotel-channel-manager/,4,8 Top Tips to Choose the Right Hotel Channel Manager
"April 27, 2016",https://rategain.com/blog/comparing-and-contrasting-industry-problems-with-revenue-optimisation/,4,Comparing and Contrasting Industry Problems with Revenue Optimisation
"April 20, 2016",,5,"Making Cents of RevGain: An Interview With the Revenue Manager at St. George Lycabettus Hotel, Greece"
"April 19, 2016",,4,Tapping the potential of emerging markets
"April 14, 2016",https://rategain.com/blog/unity-for-revenue-management-an-interview-with-the-revenue-analyst-at-the-manila-hotel-philippines/,5,"Unity for Revenue Management: An Interview With the Revenue Analyst at The Manila Hotel, Philippines"
"April 6, 2016",https://rategain.com/blog/how-to-choose-the-right-rate-optimisation-tool-for-your-hotel/,5,How to Choose the Right Rate Optimisation Tool for Your Hotel?
"April 4, 2016",,3,New partnerships underscore benefits of DHISCO’s ‘direct-to-many’ solutions
"March 21, 2016",https://rategain.com/blog/airbnb-an-alternate-lodging-threat-to-hotels/,4,Airbnb: An Alternate Lodging Threat to Hotels?
"March 9, 2016",,4,21 Points to Consider while Buying a Rate Shopping Tool for Your Hotel
"February 19, 2016",https://rategain.com/blog/critical-to-push-rates-along-with-occupancy/,4,Did You Know? It’s critical to Push Rates along with Occupancy
"February 12, 2016",https://rategain.com/blog/hotel-demand-forecasting-top-3-ways-hoteliers-can-leverage-this-strategic-management-tool/,4,Hotel Demand Forecasting: Top 3 Ways Hoteliers Can Leverage this Strategic Management Tool
"February 12, 2016",https://rategain.com/blog/7-quick-tips-for-your-hotel-pre-opening-in-2017/,4,7 Quick Tips For Your Hotel Pre-Opening In 2017
"February 8, 2016",https://rategain.com/blog/zika-virus-outbreak-impact-on-tourism-in-central-and-south-america/,4,Zika virus outbreak:  Is tourism industry in Central and South America on risk?
"January 27, 2016",,3,How to make 35% more revenue? Tap the power of Scientific Pricing
"January 8, 2016",,3,Want to Maximize Your Hotel Revenue? Get Your Room Forecast Accurate ASAP
"January 3, 2016",https://rategain.com/blog/9-undeniable-advantages-of-hotel-room-forecasting/,4,9 Undeniable Advantages of Hotel Room Forecasting
"December 15, 2015",https://rategain.com/blog/make-the-most-of-your-hotels-facebook-page/,3,Golden Rules to Make the Most of Your Hotel’s Facebook Page
"December 10, 2015",,2,DHISCO’s big data challenge
"October 23, 2015",https://rategain.com/blog/a-revenue-management-mistake-that-you-need-to-avoid-today/,2,A Revenue Management mistake that you need to avoid today
"October 19, 2015",https://rategain.com/blog/the-uk-revpar-growth-story-promises-and-challenges/,2,The UK RevPAR Growth Story: Promises and Challenges
"September 28, 2015",,2,August 2015: Parity Performance. Where Does Your City Stand? – Latin America
"September 18, 2015",,2,Introducing BrandGain Restaurant Module
"September 16, 2015",,2,"Q&A with new DHISCO CEO Toni Portmann, on taking Pegasus beyond the hotel switch"
"September 16, 2015",,2,Revenue optimisation love story: Grandhotel Zvon  achieves 34% growth in revenue with scientific pricing
"September 14, 2015",,3,Scientific pricing is no longer the Lamborghini you can never have.
"August 5, 2015",,2,"As other hotel distribution fees rise, DHISCO represents less than 1% of booking costs"
"July 21, 2015",,3,UNT Big Data Challenge
"July 16, 2015",https://rategain.com/blog/how-to-improve-your-hotels-online-reputation-using-a-100-year-old-mathematical-principle/,4,How to improve your hotel's online reputation using a 100 year old mathematics principle
"July 13, 2015",,2,Total Pricing
"June 12, 2015",,2,Update from HEDNA Barcelona: Forecast is sunny
"June 4, 2015",https://rategain.com/blog/revpar-growth-in-europe-the-top-three-cities/,2,RevPar Growth in Europe: The top three cities
"May 19, 2015",,2,The news for the hotel industry just keeps getting better
"April 29, 2015",https://rategain.com/blog/three-important-elements-your-revenue-management-system-is-missing/,3,Three important elements your Revenue Management system is missing
"April 21, 2015",,4,5 ways to Maximize Hotel Revenues in the Era of Mobile Bookings
"April 14, 2015",,4,Will airbnb disrupt the hotel business or just play on the sidelines?
"March 23, 2015",,4,3 Questions RateGain will Answer for you at WTM Latin America
"March 19, 2015",,3,5 Key Highlights of Super Successful RateGain’s Hotel Revenue Summit 2015 Jakarta
"March 10, 2015",,3,Reviews and Ratings: A simple way to use them to support your transient pricing strategy
"February 25, 2015",,3,ITB Berlin: 5 Steps to Making Your Visit a Success
"February 23, 2015",,2,Accor Hotels Partners with RateGain for its Rate Shopping Solution Integration
"February 19, 2015",,2,RateGain Bags Top Honour at The 2nd Inc. India Innovative100 Conference and Awards Gala
"February 12, 2015",,1,3 Reasons to visit RateGain at ITB Berlin
"February 12, 2015",,2,Top 3 Tips to Price Your Hotel Rooms Right in 2015
"February 9, 2015",,5,Europe's Outlook for 2015: What it means for your Hotel
"February 6, 2015",,5,"RateGain Announces Merril Yu and Sunish Sadasivan as Hotel Revenue Summit, Manila Keynote Speakers"
"February 4, 2015",,5,"Join RateGain at Hotel Revenue Summit, Manila on February 12th, 2015"
